%Barred Bathymetry used in the 2004 REU experiment
%File compiled from east and west wall surveys, interpolated onto 0.1 m grid - Jason Magalen
%x=0 : Wavemaker, positive onshore ; z=0 : SWL positive up
%x [m]      z [m]
41.92	 -1.274
42.02	 -1.266
42.12	 -1.259
42.22	 -1.251
42.32	 -1.243
42.42	 -1.236
42.52	 -1.228
42.62	 -1.220
42.72	 -1.212
42.82	 -1.204
42.92	 -1.196
43.02	 -1.188
43.12	 -1.181
43.22	 -1.173
43.32	 -1.165
43.42	 -1.157
43.52	 -1.149
43.62	 -1.141
43.72	 -1.133
43.82	 -1.124
43.92	 -1.116
44.02	 -1.108
44.12	 -1.099
44.22	 -1.091
44.32	 -1.083
44.42	 -1.074
44.52	 -1.066
44.62	 -1.058
44.72	 -1.049
44.82	 -1.041
44.92	 -1.032
45.02	 -1.024
45.12	 -1.015
45.22	 -1.007
45.32	 -0.998
45.42	 -0.989
45.52	 -0.980
45.62	 -0.974
45.72	 -0.970
45.82	 -0.967
45.92	 -0.963
46.02	 -0.960
46.12	 -0.956
46.22	 -0.953
46.32	 -0.949
46.42	 -0.945
46.52	 -0.941
46.62	 -0.938
46.72	 -0.934
46.82	 -0.930
46.92	 -0.927
47.02	 -0.923
47.12	 -0.919
47.22	 -0.915
47.32	 -0.912
47.42	 -0.907
47.52	 -0.903
47.62	 -0.899
47.72	 -0.894
47.82	 -0.890
47.92	 -0.886
48.02	 -0.881
48.12	 -0.877
48.22	 -0.873
48.32	 -0.868
48.42	 -0.864
48.52	 -0.859
48.62	 -0.854
48.72	 -0.850
48.82	 -0.845
48.92	 -0.841
49.02	 -0.836
49.12	 -0.831
49.22	 -0.826
49.32	 -0.822
49.42	 -0.818
49.52	 -0.815
49.62	 -0.811
49.72	 -0.808
49.82	 -0.804
49.92	 -0.800
50.02	 -0.797
50.12	 -0.793
50.22	 -0.790
50.32	 -0.786
50.42	 -0.783
50.52	 -0.779
50.62	 -0.776
50.72	 -0.772
50.82	 -0.769
50.92	 -0.765
51.02	 -0.761
51.12	 -0.757
51.22	 -0.752
51.32	 -0.748
51.42	 -0.744
51.52	 -0.739
51.62	 -0.735
51.72	 -0.731
51.82	 -0.726
51.92	 -0.722
52.02	 -0.717
52.12	 -0.712
52.22	 -0.707
52.32	 -0.702
52.42	 -0.697
52.52	 -0.692
52.62	 -0.687
52.72	 -0.683
